city_area,state,ufo_shape,encounter_length,date_documented,latitude,longitude,date
cinnaminson,nj,fireball,8.0,12/2/2000,39.9966667,-74.9930556,09-22-2000
st. louis,mo,other,10.0,3/21/2003,38.6272222,-90.1977778,03-08-2003
columbus,oh,light,60.0,9/30/2013,39.9611111,-82.9988889,09-14-2013
cameron park,ca,egg,10800.0,12/2/2000,38.6688889,-120.9861111,09-01-2000
rockford,il,triangle,10.0,2/14/2008,42.2711111,-89.0938889,01-28-2008
sacramento,ca,light,180.0,7/5/1999,38.5816667,-121.4933333,06-26-1999
greenbank,wa,oval,300.0,11/21/2010,48.0983333,-122.5716667,08-22-2010
palatka,fl,circle,10.0,9/19/2002,29.6483333,-81.6377778,09-13-2002
mesa,az,disk,3.0,5/15/2006,33.4222222,-111.8219444,03-18-2006
tiskilwa,il,light,1200.0,11/21/2010,41.2922222,-89.5061111,08-11-2007
bourbonnais,il,light,8.0,10/11/2005,41.1416667,-87.875,09-30-2005
dothan,al,triangle,15.0,3/19/2009,31.2230556,-85.3905556,02-16-2009
tonopah,az,sphere,1500.0,3/7/1998,33.4936111,-112.9363889,03-14-1997
miami,fl,light,120.0,8/5/2009,25.7738889,-80.1938889,07-06-2009
davis,ca,fireball,300.0,6/5/2012,38.545,-121.7394444,05-30-2012
philadelphia,pa,fireball,1800.0,11/9/2004,39.9522222,-75.1641667,11-05-2004
cape elizabeth,me,circle,15.0,12/12/2009,43.5636111,-70.2005556,09-19-2009
new york city (brooklyn),ny,light,60.0,10/8/2007,40.7141667,-74.0063889,09-16-2007
nicholasville,ky,light,300.0,7/5/1999,37.8805556,-84.5730556,06-21-1999
park city,ut,sphere,900.0,11/11/2013,40.6461111,-111.4972222,03-20-2013
grandview,wa,light,180.0,8/30/2013,46.2511111,-119.9005556,08-16-2013
boulder,co,light,7200.0,11/21/2010,40.015,-105.27,10-15-2010
sonora,ca,circle,30.0,10/31/2008,37.9841667,-120.3811111,08-02-2008
monroe city (3 miles east of),mo,fireball,2.0,8/5/2001,39.6536111,-91.7344444,01-30-1998
avon,oh,light,5.0,5/13/2012,41.4516667,-82.0355556,03-21-2012
henderson,nv,chevron,6.0,2/14/2010,36.0397222,-114.9811111,01-16-2010
newark,de,light,300.0,6/12/2007,39.6836111,-75.75,06-06-2007
aiea,hi,circle,120.0,1/19/2005,21.3822222,-157.9336111,12-07-2004
tucson,az,other,600.0,6/9/2009,32.2216667,-110.9258333,06-03-2009
swiss,mo,teardrop,2100.0,11/9/2004,38.5627778,-91.4711111,11-07-2004
fall river,ma,cylinder,8.0,10/11/2005,41.7013889,-71.1555556,09-01-2005
mahwah,nj,fireball,5.0,2/14/2010,41.0886111,-74.1441667,12-12-2009
bridgewater,ma,flash,300.0,12/2/2013,41.9902778,-70.9755556,11-28-2013
lynnwood,wa,fireball,10.0,4/4/2014,47.8211111,-122.3138889,04-02-2014
palmdale,ca,light,180.0,7/6/2010,34.5794444,-118.1155556,06-25-2010
new rochelle,ny,circle,5.0,5/15/2006,40.9113889,-73.7827778,05-15-2000
sarasota,fl,flash,2400.0,4/27/2007,27.3361111,-82.5308333,03-28-2007
south pasadena,ca,chevron,30.0,6/6/2000,34.1161111,-118.1494444,05-26-2000
wentworth,nh,formation,240.0,2/28/2013,43.8716667,-71.9147222,11-06-2012
kingsbury,ny,sphere,25.0,10/31/2008,43.3636111,-73.5319444,08-08-2008
alpine,ca,other,300.0,12/12/2011,32.835,-116.7655556,08-14-2011
show low (rural),az,other,3600.0,7/16/2003,34.2541667,-110.0291667,06-04-1996
miami,fl,circle,20.0,10/10/2011,25.7738889,-80.1938889,09-05-2011
loganville,ga,cigar,15.0,3/19/2009,33.8388889,-83.9008333,04-01-1969
luray,va,circle,20.0,6/2/2013,38.6652778,-78.4597222,05-18-2013
san marcos,tx,triangle,1500.0,3/19/2009,29.8830556,-97.9411111,01-30-2009
colorado springs,co,light,10.0,9/19/2002,38.8338889,-104.8208333,05-17-1998
contoocook,nh,triangle,300.0,10/8/2007,43.2219444,-71.7144444,09-06-2007
lake oswego,or,circle,1500.0,7/1/2002,45.4208333,-122.6694444,06-21-2002
springfield,oh,light,5.0,12/12/2011,39.9241667,-83.8088889,11-16-2011
caldwell (far west of&#44 towards oregon),id,other,1200.0,11/20/2002,43.6630556,-116.6863889,05-20-1997
salt lake city,ut,light,10.0,6/23/2010,40.7608333,-111.8902778,06-14-2010
oak lawn,il,disk,10.0,10/27/2004,41.7108333,-87.7580556,10-06-2004
swoope,va,oval,120.0,8/24/2010,38.1580556,-79.2066667,07-28-2010
palm beach,fl,light,30.0,1/10/2009,26.7052778,-80.0366667,01-09-2009
fernwood,id,circle,3600.0,5/15/2006,47.1122222,-116.3916667,11-15-2005
burr oak,mi,disk,300.0,12/16/2005,41.8472222,-85.3186111,11-28-2005
pasadena,ca,light,300.0,2/23/2000,34.1477778,-118.1436111,02-18-2000
bethel,me,disk,1800.0,3/4/2008,44.4041667,-70.7911111,02-20-2008
murrells inlet,sc,disk,120.0,1/21/2008,33.5508333,-79.0416667,05-25-2006
huntsville,al,fireball,300.0,8/30/2013,34.7302778,-86.5861111,07-27-2013
birmingham,al,light,900.0,10/30/2012,33.5205556,-86.8025,10-17-2012
niles,oh,other,300.0,12/12/2011,41.1827778,-80.7655556,12-01-2007
sioux falls,sd,oval,120.0,11/28/2007,43.55,-96.7,10-29-2007
flagstaff,az,other,120.0,1/28/1999,35.1980556,-111.6505556,11-22-1997
lake havasu city,az,disk,1200.0,12/12/2009,34.4838889,-114.3216667,07-04-2009
harrisburg,pa,triangle,1800.0,12/14/2006,40.2736111,-76.8847222,08-10-1998
pelham manor,ny,other,120.0,5/11/2005,40.8952778,-73.8075,04-16-2005
avoca,mi,formation,240.0,12/12/2009,43.0619444,-82.6911111,10-14-2009
quincy,ma,light,45.0,5/29/2011,42.2527778,-71.0027778,05-28-2011
modesto,ca,light,60.0,9/24/2012,37.6391667,-120.9958333,08-30-2012
mantua,nj,circle,30.0,9/2/2005,39.7938889,-75.1725,07-15-1963
los angeles,ca,flash,900.0,10/8/2007,34.0522222,-118.2427778,10-01-2007
follansbee,wv,other,10.0,5/13/2012,40.3275,-80.5961111,06-11-2001
forest hills (queens),ny,light,180.0,4/12/2013,40.7161111,-73.8505556,04-01-2013
pawling,ny,fireball,10.0,3/13/2012,41.5619444,-73.6030556,06-10-2011
lawrenceville,ga,light,5.0,2/18/2013,33.9561111,-83.9880556,02-14-2013
cedarville,oh,triangle,15.0,12/16/2005,39.7441667,-83.8086111,03-10-2003
gleason,wi,sphere,2.0,2/14/2006,45.3088889,-89.4963889,10-15-2005
tatum,nm,oval,60.0,7/16/2003,33.2569444,-103.3172222,06-22-2003
mt. pocono,pa,rectangle,480.0,12/20/2012,41.1219444,-75.365,11-27-2012
troutville,va,sphere,60.0,11/21/2010,37.4180556,-79.875,10-16-2010
massillon,oh,cigar,180.0,3/16/2001,40.7966667,-81.5216667,03-08-2001
wabeno,wi,fireball,15.0,11/11/2003,45.4386111,-88.6602778,09-01-1996
yakima,wa,oval,300.0,7/16/2003,46.6022222,-120.5047222,07-01-2003
longview,wa,triangle,3.0,6/18/2004,46.1383333,-122.9369444,08-15-1957
cornwall,vt,cone,30.0,12/12/2009,43.9608333,-73.2108333,09-19-2009
winter springs,fl,light,3.0,3/11/2006,28.6986111,-81.3083333,03-02-2006
portland,or,circle,1200.0,6/12/2007,45.5236111,-122.675,05-28-2007
johnson city,tn,light,10.0,12/12/2011,36.3133333,-82.3536111,11-07-2011
greensboro,nc,chevron,5.0,7/5/2008,36.0725,-79.7922222,06-24-2008
port huron,mi,light,60.0,1/5/2011,42.9708333,-82.425,12-10-2010
sunnyvale,ca,sphere,120.0,7/5/2005,37.3688889,-122.0352778,07-03-2005
nashville,tn,fireball,300.0,10/30/2012,36.1658333,-86.7844444,10-30-2012
taylorville,il,circle,120.0,7/26/2002,39.5488889,-89.2944444,07-14-2002
watchung (was my perspective),nj,sphere,3600.0,10/30/2012,40.6377778,-74.4513889,10-11-2012
new york city (brooklyn),ny,disk,300.0,3/4/2008,40.7141667,-74.0063889,01-08-1946
las cruces,nm,circle,180.0,11/21/1998,32.3122222,-106.7777778,06-25-1998
tucson,az,oval,1800.0,5/27/2003,32.2216667,-110.9258333,05-20-2003
council bluffs,ia,flash,2.0,10/2/1999,41.2619444,-95.8608333,09-17-1999
cameron,ok,circle,900.0,9/24/2003,35.1338889,-94.5344444,09-22-2003
fort worth,tx,other,1200.0,11/21/2010,32.7252778,-97.3205556,11-07-2010
freeport,il,triangle,600.0,12/20/2012,42.2966667,-89.6211111,05-03-1997
emmett,id,disk,360.0,8/21/2011,43.8736111,-116.4983333,08-12-2011
west columbia,sc,cylinder,600.0,10/30/2012,34.0005556,-81.035,10-06-2012
redondo beach,ca,triangle,300.0,12/16/2005,33.8491667,-118.3875,09-04-2005
cedar rapids,ia,circle,600.0,10/30/2012,42.0083333,-91.6438889,10-02-2012
somers,wi,formation,120.0,7/5/2013,42.6402778,-87.9102778,07-04-2013
crofton,md,other,7200.0,1/28/1999,39.0016667,-76.6877778,10-19-1997
jackson,mo,teardrop,5400.0,12/16/2005,37.3822222,-89.6661111,11-09-2005
liverpool,ny,sphere,3600.0,8/30/2013,43.1063889,-76.2180556,08-02-2013
lynnwood,wa,sphere,240.0,3/10/2011,47.8211111,-122.3138889,03-07-2011
grand rapids,mi,disk,2700.0,3/19/2009,42.9633333,-85.6680556,03-17-2009
murrieta,ca,disk,1200.0,6/12/2008,33.5538889,-117.2130556,05-26-2008
sacramento,ca,flash,15.0,3/19/2009,38.5816667,-121.4933333,01-18-2009
new haven,mo,sphere,180.0,1/12/2012,38.6083333,-91.2188889,12-17-2011
redmond,wa,circle,60.0,8/11/2004,47.6741667,-122.1202778,08-08-2004
lexington (west of),tx,light,300.0,7/3/2013,30.4188889,-97.0113889,06-25-2013
butte,mt,sphere,180.0,7/17/2011,46.0038889,-112.5338889,07-03-2011
omaha,ne,triangle,900.0,5/15/2006,41.2586111,-95.9375,04-07-2006
milton,nh,triangle,1800.0,8/24/2010,43.4097222,-70.9888889,08-13-2010
fort collins,co,circle,3.0,6/10/2010,40.5852778,-105.0838889,06-03-2010
sarasota,fl,light,60.0,1/10/2014,27.3361111,-82.5308333,12-31-2013
edmore,mi,fireball,300.0,8/7/2007,43.4080556,-85.0386111,07-20-2007
wilmington,nc,other,2700.0,6/8/2012,34.2255556,-77.945,05-26-2012
saratoga springs,ny,light,7200.0,4/25/2002,43.0830556,-73.785,04-10-2002
sacramento,ca,light,300.0,1/28/1999,38.5816667,-121.4933333,10-28-1997
verbena,al,sphere,300.0,4/16/2005,32.7497222,-86.5113889,11-25-1974
salem,nh,cigar,10.0,10/23/2013,42.7883333,-71.2013889,10-20-2013
spirit lake,id,light,6.0,12/3/2004,47.9663889,-116.8675,11-28-2004
hampton,va,light,120.0,1/10/2014,37.0297222,-76.3455556,01-07-2014
el centro,ca,triangle,2100.0,7/22/2013,32.7919444,-115.5622222,03-26-2013
moss landing,ca,oval,1200.0,12/14/2006,36.8044444,-121.7858333,11-23-2006
stanley,nm,circle,3600.0,2/14/2010,35.1475,-105.9763889,12-21-2009
commack,ny,diamond,240.0,9/24/2012,40.8427778,-73.2933333,08-19-2012
little rock,ar,triangle,600.0,5/24/1999,34.7463889,-92.2894444,05-06-1999
lake elsinore,ca,circle,120.0,10/10/2011,33.6680556,-117.3263889,10-05-2011
lincoln city,or,light,120.0,9/9/2013,44.9583333,-124.0166667,09-02-2013
state college,pa,other,1980.0,7/4/2012,40.7933333,-77.8602778,07-02-2012
vancouver,wa,light,15.0,8/5/2012,45.6388889,-122.6602778,07-07-2012
springfield,or,rectangle,300.0,9/2/2005,44.0463889,-123.0208333,08-08-2005
wenatchee,wa,formation,900.0,1/17/2004,47.4236111,-120.3091667,12-24-2003
trinidad,co,fireball,2.0,7/14/1999,37.1694444,-104.5,07-09-1999
franklin,nj,light,259200.0,5/12/2009,41.1219444,-74.5808333,04-13-2009
asheville,nc,light,1800.0,11/21/2010,35.6008333,-82.5541667,10-27-2010
holly springs,ga,cigar,240.0,10/30/2012,34.1738889,-84.5013889,09-27-2012
smithton,mo,other,30.0,12/2/2000,38.68,-93.0927778,11-01-2000
redondo beach,ca,sphere,600.0,3/19/2009,33.8491667,-118.3875,01-19-2009
oregon,oh,oval,3600.0,8/7/2007,41.6436111,-83.4869444,06-24-2007
robbinsdale,mn,diamond,7200.0,12/23/2002,45.0322222,-93.3383333,12-09-2002
stephens city,va,light,1800.0,7/3/2013,39.0833333,-78.2183333,06-27-2013
grandview,wa,sphere,240.0,7/3/2013,46.2511111,-119.9005556,06-15-2013
miami,fl,disk,10.0,6/3/2003,25.7738889,-80.1938889,06-02-2003
louisville,ky,oval,720.0,12/12/2011,38.2541667,-85.7594444,11-25-2011
virginia beach,va,flash,15.0,3/21/2003,36.8527778,-75.9783333,02-15-2003
laughlin,nv,other,120.0,5/15/2006,35.1677778,-114.5722222,03-02-2006
studio city,ca,light,300.0,4/17/2008,34.1486111,-118.3955556,09-11-2007
reading,pa,flash,5.0,9/17/2000,40.3355556,-75.9272222,09-09-2000
springboro,oh,triangle,240.0,12/12/2011,39.5522222,-84.2333333,12-03-2011
laurinburg,nc,oval,600.0,1/10/2009,34.7738889,-79.4630556,11-02-2008
harrisburg,pa,formation,600.0,10/31/2008,40.2736111,-76.8847222,10-20-2008
mishawaka,in,fireball,600.0,8/7/2007,41.6619444,-86.1586111,07-21-2007
peoria,az,flash,1.0,1/31/2011,33.5805556,-112.2366667,01-14-2011
cleveland,oh,circle,14400.0,10/23/2013,41.4994444,-81.6955556,09-28-2013
fremont,ca,triangle,1200.0,1/5/2011,37.5483333,-121.9875,12-27-2010
baltimore,md,rectangle,180.0,3/19/2009,39.2902778,-76.6125,02-09-2009
somes bar,ca,light,8.0,5/15/2006,41.3763889,-123.475,05-10-2006
kill devil hills,nc,sphere,90.0,7/5/2005,36.0305556,-75.6763889,06-27-2005
palm springs,ca,circle,30.0,7/25/2004,33.8302778,-116.5444444,07-24-2004
lebanon,tn,cigar,360.0,3/27/2014,36.2080556,-86.2911111,08-16-2013
corvallis,or,fireball,30.0,8/12/2008,44.5647222,-123.2608333,07-30-2008
stanwood,wa,oval,5.0,1/12/2012,48.2413889,-122.3694444,12-20-2011
detroit,mi,circle,45.0,3/18/2014,42.3313889,-83.0458333,06-30-2013
dane,wi,formation,30.0,12/12/2013,43.2505556,-89.5013889,12-11-2013
gillette,wy,triangle,60.0,5/15/2006,44.2911111,-105.5016667,05-10-2002
san leandro,ca,disk,600.0,12/12/2009,37.725,-122.155,08-29-2009
loveland,co,formation,60.0,10/30/2006,40.3977778,-105.0744444,07-28-2006
austin,tx,sphere,3.0,6/9/2009,30.2669444,-97.7427778,05-14-2009
vinton,ca,fireball,2.0,12/19/2003,39.8044444,-120.1772222,12-14-2003
frankfort,in,other,10.0,6/12/2007,40.2794444,-86.5108333,05-24-2007
dayton,oh,light,300.0,12/12/2011,39.7588889,-84.1916667,12-03-2011
clarks summit,pa,other,20.0,11/8/2005,41.4886111,-75.7088889,11-01-2005
san diego,ca,light,30.0,9/9/2003,32.7152778,-117.1563889,09-03-2003
seattle,wa,light,3600.0,7/6/2010,47.6063889,-122.3308333,06-24-2010
newport beach,ca,disk,14400.0,12/12/2009,33.6188889,-117.9280556,12-08-2009
raleigh,nc,light,10.0,10/12/2001,35.7719444,-78.6388889,09-15-2001
newport beach,ca,circle,37800.0,2/14/2006,33.6188889,-117.9280556,01-05-2006
cedar park,tx,changing,120.0,8/5/2009,30.505,-97.82,07-05-2009
north myrtle beach,sc,light,60.0,12/7/2006,33.8158333,-78.6802778,12-05-2006
new york city (brooklyn),ny,light,180.0,8/19/2012,40.7141667,-74.0063889,08-06-2012
tacoma,wa,teardrop,240.0,12/12/2009,47.2530556,-122.4430556,08-01-2009
santa barbara,ca,disk,1.0,2/1/2007,34.4208333,-119.6972222,01-04-2007
quincy,il,oval,40.0,12/12/2011,39.9355556,-91.4097222,10-31-2011
lake worth,fl,cigar,3.0,7/17/2011,26.6155556,-80.0572222,07-15-2011
rochester,ny,oval,3600.0,9/13/2002,43.1547222,-77.6158333,09-07-2002
henderson,nv,formation,180.0,2/14/2008,36.0397222,-114.9811111,03-13-1997
lancaster county (south of willow street),pa,light,20.0,9/30/2013,40.0377778,-76.3058333,09-14-2013
garland,tx,triangle,300.0,8/5/2009,32.9125,-96.6386111,06-07-2009
tucson,az,circle,15.0,3/17/2004,32.2216667,-110.9258333,03-09-2004
north haven,ct,cylinder,20.0,12/12/2009,41.3908333,-72.86,09-20-2009
carlos,mn,sphere,120.0,7/14/2013,45.9725,-95.2919444,07-05-2013
tracy (near; on i-5; close to gilroy),ca,circle,180.0,10/8/2007,37.7397222,-121.4241667,08-15-1998
gila bend,az,circle,2700.0,2/21/2014,32.9477778,-112.7161111,02-20-2014
memphis,tn,other,180.0,8/5/2001,35.1494444,-90.0488889,04-29-2001
santa barbara,ca,disk,1800.0,10/2/1999,34.4208333,-119.6972222,09-19-1999
centerville,oh,chevron,60.0,9/28/2003,39.6283333,-84.1594444,09-26-2003
verdi,nv,oval,5.0,10/15/2003,39.5183333,-119.9877778,09-29-2003
chesapeake,va,triangle,1500.0,2/14/2006,36.8188889,-76.2752778,09-10-2005
casper,wy,sphere,60.0,12/16/1999,42.8666667,-106.3125,11-23-1999
portland,me,other,3000.0,3/18/2014,43.6613889,-70.2558333,03-01-2014
selah,wa,disk,3600.0,9/24/2003,46.6541667,-120.5288889,09-12-2003
waycross,ga,disk,240.0,1/21/2008,31.2133333,-82.3541667,01-01-2008
homestead,fl,sphere,10.0,7/14/2013,25.4683333,-80.4777778,07-09-2013
apopka,fl,sphere,30.0,4/4/2014,28.6802778,-81.5097222,03-31-2014
everett,wa,light,1200.0,5/15/2006,47.9791667,-122.2008333,03-13-2006
phoenix,az,triangle,15.0,11/20/2001,33.4483333,-112.0733333,10-19-2001
seattle,wa,light,5.0,11/21/2010,47.6063889,-122.3308333,10-19-2010
tustin,ca,other,30.0,3/11/2006,33.7458333,-117.8252778,02-22-2006
cedar falls,ia,light,300.0,2/1/2007,42.5277778,-92.4452778,01-01-2007
cambridge,id,sphere,7200.0,7/19/2010,44.5727778,-116.675,07-12-2010
wilmington,nc,chevron,10.0,11/9/2002,34.2255556,-77.945,11-01-2002
laveen,az,fireball,978.0,12/12/2013,33.3627778,-112.1686111,12-06-2013
russell springs,ky,fireball,600.0,12/20/2012,37.0561111,-85.0886111,11-18-2012
longboat key,fl,light,600.0,12/12/2011,27.4122222,-82.6591667,10-23-2011
roswell,nm,triangle,60.0,4/14/2009,33.3941667,-104.5225,03-15-1998
everett,wa,light,300.0,8/11/2004,47.9791667,-122.2008333,07-26-2004
sioux city,ia,other,8.0,11/21/2010,42.5,-96.4,09-29-2010
standish,me,circle,30.0,11/19/2012,43.7358333,-70.5525,11-16-2012
south lake tahoe,ca,disk,30.0,11/20/2001,38.9333333,-119.9833333,11-12-2001
miami,fl,formation,10.0,10/30/2012,25.7738889,-80.1938889,09-23-2012
broken arrow,ok,cylinder,180.0,7/17/2011,36.0525,-95.7905556,07-03-2011
willow grove,pa,flash,5.0,2/4/2013,40.1438889,-75.1161111,12-27-2012
port aransas,tx,triangle,180.0,7/4/2012,27.8336111,-97.0608333,08-20-1987
burlington,ma,fireball,10.0,1/17/2004,42.5047222,-71.1961111,01-14-2004
windsor,co,triangle,360.0,4/28/2001,40.4775,-104.9008333,02-12-1982
dallas,tx,triangle,20.0,11/21/2010,32.7833333,-96.8,09-14-2010
santa clara,ca,teardrop,180.0,6/12/2008,37.3541667,-121.9541667,04-15-2004
golden valley,mn,flash,9000.0,4/1/2000,45.0097222,-93.3488889,09-25-1992
rockford,il,circle,600.0,2/18/2001,42.2711111,-89.0938889,02-10-2001
sumter,sc,light,900.0,3/10/2011,33.9202778,-80.3416667,02-28-2011
santa fe,nm,cylinder,10800.0,4/26/2000,35.6869444,-105.9372222,04-17-2000
madison,wi,cigar,3600.0,6/18/2004,43.0730556,-89.4011111,12-28-1957
helendale,ca,circle,20.0,8/11/2004,34.7438889,-117.3236111,07-28-2004
groton,ct,light,10.0,10/30/2006,41.35,-72.0788889,11-27-2005
burlington,wa,other,5.0,10/31/2008,48.4758333,-122.3241667,10-08-2008
blountville,tn,other,600.0,9/30/2013,36.5330556,-82.3269444,09-03-2008
port mansfield,tx,cone,3.0,4/27/2004,26.5544444,-97.4247222,04-07-2004
prescott valley,az,other,73800.0,11/11/2013,34.61,-112.315,10-22-2013
cypress,tx,circle,180.0,2/25/2003,29.9688889,-95.6969444,01-17-2003
salem,or,light,40.0,7/30/2002,44.9430556,-123.0338889,06-22-2002
lawrenceville,ga,disk,120.0,3/19/2009,33.9561111,-83.9880556,06-30-1977
springfield,or,circle,10800.0,4/27/2007,44.0463889,-123.0208333,04-25-2007
chattanooga,tn,light,2.0,10/30/2006,35.0455556,-85.3097222,10-24-2006
stamping ground,ky,light,360.0,6/5/2012,38.2716667,-84.6863889,05-30-2012
bountiful,ut,triangle,20.0,6/12/2008,40.8894444,-111.88,07-15-1996
hampton,tn,light,20.0,2/8/2011,36.2841667,-82.1727778,01-31-2011
brook park,oh,light,600.0,7/13/2005,41.3983333,-81.8047222,07-10-2005
sheridan,wy,light,300.0,2/1/2007,44.7972222,-106.9555556,12-19-2006
mobile,al,triangle,60.0,11/8/2003,30.6941667,-88.0430556,10-24-2003
oxnard,ca,oval,1800.0,6/12/2002,34.1975,-119.1761111,05-11-2002
marlton,nj,formation,420.0,10/20/2005,39.8911111,-74.9222222,10-15-2005
seattle,wa,light,2700.0,2/1/2007,47.6063889,-122.3308333,01-13-2007
milwaukee,wi,light,180.0,9/15/2005,43.0388889,-87.9063889,09-02-2005
detroit (south of),mi,other,20.0,11/21/2010,42.3313889,-83.0458333,11-20-2010
ellensburg,wa,light,8.0,3/19/2009,46.9966667,-120.5466667,06-01-1998
lake oswego,or,diamond,240.0,12/2/2013,45.4208333,-122.6694444,11-25-2013
chicago,il,disk,300.0,11/16/2002,41.85,-87.65,06-01-1966
reno,nv,circle,5.0,1/5/2011,39.5297222,-119.8127778,12-26-2010
bremen,in,oval,3600.0,5/13/2012,41.4463889,-86.1480556,04-26-2012
south point,oh,egg,600.0,1/28/1999,38.4177778,-82.5863889,04-15-1997
sioux falls,sd,oval,1200.0,3/4/2008,43.55,-96.7,02-19-2008
seekonk,ma,other,10.0,11/26/2003,41.8083333,-71.3375,07-05-2003
hampton,va,light,5.0,9/1/2004,37.0297222,-76.3455556,08-27-2004
pensacola,fl,disk,360.0,1/12/2012,30.4211111,-87.2169444,01-09-2012
santa barbara,ca,light,300.0,10/10/2011,34.4208333,-119.6972222,09-24-2011
santa rosa,ca,light,300.0,2/12/2004,38.4405556,-122.7133333,01-23-2004
boulder,co,other,120.0,3/18/2014,40.015,-105.27,03-11-2014
manchester,vt,light,180.0,12/20/2012,43.1636111,-73.0727778,11-22-2012
hueytown,al,sphere,1800.0,10/11/2005,33.4511111,-86.9966667,08-19-2005
cedar springs,mi,circle,600.0,11/3/2005,43.2233333,-85.5513889,08-20-1987
longmont,co,fireball,60.0,12/23/2013,40.1672222,-105.1013889,12-13-2013
south paris,me,sphere,14400.0,3/4/2003,44.2236111,-70.5138889,02-13-2003
columbia,mo,cylinder,60.0,8/7/2007,38.9516667,-92.3338889,06-24-2007
columbus,ms,other,900.0,5/12/2011,33.4955556,-88.4272222,07-15-1968
new salem,il,fireball,120.0,3/11/2003,39.7075,-90.8475,11-23-2002
sidney,oh,sphere,180.0,2/18/2001,40.2841667,-84.1555556,01-25-2001
orland park,il,light,900.0,2/14/2006,41.6302778,-87.8538889,12-18-2005
baton rouge,la,triangle,60.0,10/30/2012,30.4505556,-91.1544444,10-13-2012
nashville,tn,cigar,60.0,10/2/1999,36.1658333,-86.7844444,09-25-1999
hesperia,ca,fireball,10.0,1/28/1999,34.4263889,-117.3,02-27-1998
riverside,ca,circle,3600.0,1/17/2004,33.9533333,-117.3952778,12-17-2003
canandaigua,ny,disk,2.0,3/29/2004,42.8741667,-77.2883333,03-27-2004
columbia,sc,light,5.0,12/21/2012,34.0005556,-81.035,12-20-2012
indianapolis,in,oval,15.0,10/27/2004,39.7683333,-86.1580556,10-10-2004
loveland,co,oval,60.0,11/8/2003,40.3977778,-105.0744444,11-04-2003
centerton,ar,light,1200.0,5/12/2010,36.3597222,-94.285,04-14-2010
westbury,ny,fireball,600.0,11/21/2010,40.7555556,-73.5880556,09-18-2010
canandaigua,ny,light,360.0,7/4/2011,42.8741667,-77.2883333,06-24-2011
cumberland,md,light,3600.0,8/5/2009,39.6527778,-78.7627778,07-22-2009
houston,tx,changing,120.0,1/5/2011,29.7630556,-95.3630556,12-22-2010
boynton beach,fl,light,420.0,8/12/2008,26.525,-80.0666667,07-21-2008
tacoma,wa,light,420.0,10/31/2008,47.2530556,-122.4430556,10-12-2008
eden prairie,mn,circle,1200.0,5/13/2012,44.8547222,-93.4705556,05-12-2012
mesa,az,egg,120.0,2/24/2001,33.4222222,-111.8219444,02-16-2001
eldridge,al,diamond,0.5,10/31/2008,33.9227778,-87.6172222,09-04-2008
oconomowoc,wi,light,30.0,8/7/2011,43.1116667,-88.4991667,07-30-2011
austin,tx,light,2.0,1/10/2009,30.2669444,-97.7427778,12-05-2008
beaumont,tx,light,120.0,7/16/2006,30.0858333,-94.1016667,06-17-2006
marfa,tx,oval,180.0,7/16/2006,30.3077778,-104.0186111,07-20-1974
brighton,mi,changing,300.0,11/21/2010,42.5294444,-83.7802778,09-09-2010
alameda,ca,light,10800.0,11/28/2007,37.7652778,-122.2405556,08-12-2007
west hollywood,ca,sphere,20.0,4/18/2012,34.0983333,-118.3258333,04-17-2012
burlington,wa,formation,30.0,1/28/1999,48.4758333,-122.3241667,11-14-1997
springfield,il,light,120.0,12/20/2012,39.8016667,-89.6436111,11-27-2012
lafayette,ny,light,300.0,9/30/2013,42.8922222,-76.1055556,09-25-2013
bennington,ne,fireball,300.0,7/10/2010,41.3647222,-96.1575,07-04-2010
san antonio,tx,circle,600.0,1/19/2005,29.4238889,-98.4933333,10-17-2004
lakewood,oh,light,60.0,8/5/2009,41.4819444,-81.7983333,06-23-2009
st. albans,wv,other,5.0,11/26/2003,38.3855556,-81.8363889,11-25-2003
san antonio,tx,disk,600.0,6/12/2008,29.4238889,-98.4933333,05-21-1987
madison,al,formation,3600.0,10/30/2006,34.6991667,-86.7483333,08-27-2006
la grange,tx,triangle,120.0,8/14/2007,29.9052778,-96.8763889,08-13-2007
sparks,nv,sphere,600.0,7/4/2012,39.535,-119.7516667,06-24-2012
columbus,oh,rectangle,300.0,5/15/2013,39.9611111,-82.9988889,04-09-2013
los angeles,ca,light,600.0,9/4/2003,34.0522222,-118.2427778,08-31-2003
gridley,il,triangle,180.0,3/8/2007,40.7433333,-88.8813889,02-21-2007
winchester,va,formation,180.0,2/7/2014,39.1855556,-78.1636111,01-31-2014
sumner,wa,sphere,180.0,9/28/2003,47.2033333,-122.2391667,09-27-2003
arlington,tx,light,5.0,5/2/2003,32.7355556,-97.1077778,04-26-2003
glendale,az,fireball,2.0,3/7/1998,33.5386111,-112.1852778,06-15-1995
visalia,ca,light,120.0,6/23/2010,36.3302778,-119.2911111,06-09-2010
lake worth,fl,other,300.0,3/4/2008,26.6155556,-80.0572222,12-10-2007
chicago,il,fireball,900.0,8/24/2010,41.85,-87.65,07-31-2010
hartsgrove,oh,disk,20.0,7/6/2010,41.605,-80.9536111,04-15-1998
yakima,wa,other,120.0,8/28/2003,46.6022222,-120.5047222,08-06-2003
new york city (staten island),ny,sphere,3600.0,7/16/2003,40.7141667,-74.0063889,07-13-2003
